comments/0/likesCount,Fecha ,Hora,FullDate,likesCount,text,Negative
,06/08/2022,15:09:24,2022-08-06T15:09:24.000Z,2,"Desde el día 20 se hizo una cancelación de una compra con esta tarjeta, y es fecha que aún no me pueden regresar el dinero!!!",
,20/04/2022,16:14:34,2022-04-20T16:14:34.000Z,6,"Imposible realizar la validacion biometrica, hice mas de 10 intentos ya y en todos salen errores diferentes, mande solicitud de soporte hace 2 dias pero hasta ahora ninguna respuesta, deja mucho que desear...",
,22/09/2022,00:24:46,2022-09-22T00:24:46.000Z,1,no sirve al pedir la tarjeta física. me marca que está mal el token y no responden correos ni llamadas no resuelven nada,
0,26/10/2023,22:17:23,2023-10-26T22:17:23.000Z,11,"Era un buen banco pero con sus nuevas políticas de anualidad disfrazada, además de que se robaron mi cashback del mes pasado porque el corte justamente entro ayer, y sus nuevas políticas lo eliminaron por lo que me robaron el cashback de septiembre octubre, además de que las tarjetas de regalo de la aplicación ni si quiera se pueden comprar, ya no lo recomiendo para nada",
,28/10/2023,05:45:28,2023-10-28T05:45:28.000Z,0,Siempre los recomendaba a mis familiares.   Que làstima.,
,07/12/2022,20:45:33,2022-12-07T20:45:33.000Z,1,"TPV digital. Pésimo equipo, dificulta la operación en mi negocio, no imprime totalizaciones y cierres... creen que le voy a dar acceso a los empleados al correo administrativo de la empresa para los cierres diarios? PÉSIMO SERVICIO",
,03/11/2023,19:41:42,2023-11-03T19:41:42.000Z,9,"Antes eran una buena opción, es una pena qué la(s) persona(s) que toman decisiones en éste banco lo estén llevando a  ser de los peores bancos por debajo hasta de los bancos tradicionales. No responden el correo de atención a clientes, hicieron pésimos cambios con su membresía (anualidad) para venderte lo qué antes te daban gratis y lo peor es que en sus redes sociales censuran la opinión de sus clientes. para los nuevos clientes les recomiendo otras opciones qué dan mejores beneficios y sin costo extra.",
,10/08/2021,05:18:25,2021-08-10T05:18:25.000Z,10,"Su publicidad se veía interesante, pero... Wow!! Tienen demasiadas quejas como para confiar en esta tarjeta",
,16/07/2022,05:15:59,2022-07-16T05:15:59.000Z,8,"por lejos, la peor aplicación que existe LEAN BIEN NO LA DESCARGUEN LES VAN A ROBAR SU DINERO, ASI COMO NO XONTESTAN ESTOS COMENTARIOS TAMPOCO TE CONTESTAN CUANDO TUS TRANSFERENCIA JAMAS LLEGAN",
1,10/04/2022,13:36:00,2022-04-10T13:36:00.000Z,2,llegué por recomendación del youtuber Eduardo Rosas y estoy por cumplir un año recomendando a todo el que me encuentro a ingresar a este banco. Está en constante actualización y buscan ofrecer los mejores productos al cliente distinguiéndose así de la competencia. Encantada de encontrarlos,
,28/07/2022,17:58:27,2022-07-28T17:58:27.000Z,3,"Desde que me robaron dinero de mis ahorros, marqué para reportar y solucionar. Como es que entraron si mi tarjeta estaba en modo bloqueo.
No me solucionaron nada, no recomiendo Hey banco  
Hey banco es el más ratero!!",
1,27/10/2023,01:26:14,2023-10-27T01:26:14.000Z,9,"quitaron los beneficios para los clientes que verdaderamente estábamos ahí utilizando la tarjeta, ya no hay cashback, la inversión bajo sino pagamos una anualidad disfrazada de membresía:( #medueleshey",
,09/08/2021,23:54:43,2021-08-09T23:54:43.000Z,7,no contestan los inbox ni correos ni nada. mal servicio,
,11/03/2023,17:09:52,2023-03-11T17:09:52.000Z,3,"práctico, rápido sin filas",
,26/10/2023,01:32:13,2023-10-26T01:32:13.000Z,9,"Antes era bueno, ahora es peor que un banco común.",
,02/09/2022,19:23:28,2022-09-02T19:23:28.000Z,3,porquería de banco más de 7 días y no regresan el dinero de un spei que no se completó.,
,23/11/2021,12:20:59,2021-11-23T12:20:59.000Z,0,"It's a great privilege to know Catherine Abramson in my Forex trading career. i really can say i have improved a lot in my trading skills since ever since then. What can i say, Catherine Abramson trading skills is super unique, one of a kind and has it's own league. and i can confidently say that, Celeste Wilson has been very helpful and has really increase my life and family standard just within a month.
my first investment was $1000 and with his help, we made a profit of $12,500 after just seven days of investing with her. 
the money i spent on the course, is a well spent money and a good investment, i never regret it. Good job ma and God will continue to increase you.. 
Contact her today 
Email: Abramsoncatherine57@gmail. Com",
,23/12/2021,02:43:07,2021-12-23T02:43:07.000Z,0,"Abrí mi cuenta el 24/06/2021, así que creo que 6 meses es buen tiempo para valorar y realizar una reseña. Excelente, rápida, notificaciones y seguridad instantánea, opciones para la diversificación de un portafolio a largo plazo, transferencias rápidas y fáciles de realizar. Consulta rápida de información, etc. Y todo esto sin tener la tarjeta física, no la necesito.  No cabe duda que será la #1. Recomendaría tener opciones de documentos para validad cuentas, Pasaporte, licencia, hasta cédula prof. , no solo INE. No veo relación del INE para apertura de cuenta bancaria cuando cuentan con acceso a ubicación de dispositivo móvil y token. :)",
,27/10/2023,07:19:09,2023-10-27T07:19:09.000Z,12,CENSURANDO comentarios tanto en FB como en IG? Lo bueno es que “escuchan” al cliente… de igual forma les dejo su reseñita,
0,26/10/2023,17:36:45,2023-10-26T17:36:45.000Z,18,Tenían todo para ser un banco líder y lo tiraron a la basura de un día para otro.,
0,20/07/2021,23:44:03,2021-07-20T23:44:03.000Z,3,"Lo recomendaría si no fuera por su falta de atención al cliente. Hace más de una semana levanté una queja y no me atienden. Intento activar mi tarjeta como de crédito, pero la solicitud me lleva a pedir OTRO plástico, a pesar que ya tengo uno.
Edit: A parte se ponen sus moños con los correos de quejas. Se tardaron dos semanas en responderme una queja de otro asunto (cambio domicilio) y después dan por resuelta mi queja por ""no contestar en 3 días"". Dichos tres días fueron fin de semana, tiempo que me tardó encontrar comprobante de domicilio. Ahora tengo que esperar a que les dé la gana responder de nuevo.",
,31/12/2021,00:35:01,2021-12-31T00:35:01.000Z,3,La verdad su aplicación deja mucho que desear su atención fatal nunca termina la verificación de tus documentos.,
1,27/10/2023,03:59:00,2023-10-27T03:59:00.000Z,8,"Cancelaron muchos beneficios interesantes, dejaron los más meh y ahora te los quieren cobrar. Desde las heycoins se venía venir. Triste.",
1,04/01/2023,02:23:26,2023-01-04T02:23:26.000Z,1,"No acepta ni mi usuario, ni num de tarjeta, ni num de cliente para ingresar a la aplicación, afortunadamente no tenia dinero ahí, si no ya hubiera mmdo, este tipo de ""tarjetas"" solo hacen que uno quiera seguir usando la de los bancos tradicionales, lo mismo me paso con la spin de oxxo, hacen hasta lo imposible por robarte tu dinero.",
,08/01/2024,17:16:02,2024-01-08T17:16:02.000Z,2,Desde las membresías ya no son lo mismo que bueno que ya cancele mi cuenta,
0,06/04/2022,19:39:34,2022-04-06T19:39:34.000Z,0,"Pues muy padre todo, pero estaría chido que le dieran rápida solución a sus problemas con la aplicación, más de dos meses esperando que me resuelvan un problema con una tarjeta de crédito que ya está aprobada, hay que rogarles para hacer uso de su servicios.",
,17/04/2022,15:54:56,2022-04-17T15:54:56.000Z,0,muy bueno la verdad es buena,
0,07/05/2022,14:32:52,2022-05-07T14:32:52.000Z,6,No confíen en Hey Banco  me robaron mi identidad e hicieron transferencias sacando  todo lo que tenia en la cuenta e inversión. No dan respuesta alguna llevo dos semanas y nada. NO ES CONFIABLE. TE ROBAN LA IDENTIDAD busca otra institución financiera.,
,01/09/2022,00:51:48,2022-09-01T00:51:48.000Z,1,no puede llamarse tarjeta de crédito cuando te piden un depósito en garantía de la cantidad que quieras el crédito...,
,03/03/2023,12:24:27,2023-03-03T12:24:27.000Z,1,se los recomiendo para Movimientos eh inversion,
,26/10/2022,21:49:50,2022-10-26T21:49:50.000Z,0,"Pésima atención a clientes. Hoy fui al punto de Paseo La Fe porque vi esta publicación: 

https://www.facebook.com/191992641359609/posts/1243349392890590/

Resulta que primero me dicen que no hay plásticos (porque yo iba a eso), y luego me dicen que siempre sí hay pero pocos y son nada más para las personas que estén abriendo cuentas para lo del Pa'l Norte y como yo ya tengo cuenta desde hace años me chingué y me tengo que esperar a que acaben para que me puedan brindar una. También la manera en el que el chico me explicaba dejaba mucho que desear, me hablaba como si no entendiera y claramente lo hacía; se portó altanero, algo grosero y sin ganas de ayudar. No pregunté su nombre pero estaba de apoyo porque el otro empleado estaba en su hora de comida, era de piel clara y cabello castaño claro.",
1,19/02/2021,16:10:06,2021-02-19T16:10:06.000Z,8,"I was lucky enough to get to knoW
MR ANTHONY ALEX in my Forex trading career. Since then my trading has increased a lot. What can i say...MR ANTHONY ALEX provided an Unique trading earnings. It is really one of a kind and has it's own league. But i can confidently say that, ANTHONY ALEX trading is the most useful and has really increase my life and family standard. I Invested $3000 and make $28,500 after just seven days of investing with Mr ANTHONY ALEX, the money i spent on the course, is a well spent money and a good investment, i never regret it. Good job Mr ANTHONY ALEX God will continue to increase you and your family, You can reach him via Email on ANTHONYALEXFOREXTRADER@GMAIL.COM
WhatsApp Number : +1(860)4990467",
0,08/12/2020,17:50:15,2020-12-08T17:50:15.000Z,7,"El servicio fue terrible y nunca me pudieron resolver la apertura de un usuario, una aberración en servicio al cliente",
0,01/12/2022,23:57:26,2022-12-01T23:57:26.000Z,3,"PURO RATA EN  Hey Banco  ME ROBARON 17,000 PESOS Y SE LAVARON LAS MANOS BLOQUEANDOME LA CUENTA PARA NO DAR SOLUCIÓN, NO LO RECOMIENDO",
,26/06/2022,17:18:14,2022-06-26T17:18:14.000Z,2,"Hago del conocimiento que su tarjeta de crédito ya no tiene chiste ahora solo dan el 1 % máximo de la linea de crédito en cashback, puedes gastar cientos de miles de pesos pero solo el 1 % equivalente a la linea de crédito ya esto no sirve se pasan, era mi tarjeta ideal ahorita pensé que me darían mis 6000 mensuales en cashback ahorita solo 195 pesos se pasaron Hey Banco empezaron siendo un banco excelente ahora ya dan pena con su cashback ojalá reflexionen y aumenten el límite de casback, saludos",
,03/05/2022,02:10:54,2022-05-03T02:10:54.000Z,5,"Fue bueno mientras duró, ya e sacado todo mi dinero de su app, si hay cambios o van a arreglar algo, que les cuesta una notificación, estuve casi 24hrs sin poder transferir, me urgía el efectivo ya que con ustedes tenía mi cuenta de ahorro de emergencias, pero si no puedo tener acceso a él cuando es una emergencia, pues es una gran falla que no estoy dispuesto a pasar de nuevo.",
,25/10/2022,15:55:25,2022-10-25T15:55:25.000Z,3,"No responden por ningun canal de comunicación, y la aplicación tiene muchas fallas.",
,28/10/2023,17:48:07,2023-10-28T17:48:07.000Z,3,"Banco que ha muerto, no cash back no rendimientos y próximamente no bancario",
0,16/09/2022,19:31:29,2022-09-16T19:31:29.000Z,0,Me bloquearon mi cuenta y no tienen idea de donde está mi dinero.,
,26/03/2023,14:58:18,2023-03-26T14:58:18.000Z,2,"imposible reportar un cargo no reconocido, por teléfono te dice que a través de la aplicación y en la aplicación no aparece la opción...",
,15/05/2021,08:39:44,2021-05-15T08:39:44.000Z,1,"No es posible descargar estados de cuenta, ""atención a clientes"" cuelga y lo peor, es imposible verificar cuenta para recibir depósitos superiores a 19 mil pesos. Es una PORQUERÍA.",
0,27/10/2023,15:54:26,2023-10-27T15:54:26.000Z,15,"Agradecido con Hey Banco 
Sin sus cambios jamás hubiera conocido a Dinn de Actinver",
0,11/11/2020,01:42:35,2020-11-11T01:42:35.000Z,4,"EXCELENTE APP, NO ME HA FALLADO Y CASI NO TENGO PROBLEMAS, A DIFERENCIA DE LA BANCA CONVENCIONAL ESTA APP ESTA MUY POR ENCIMA DE LA COMPETENCIA",
1,07/11/2020,07:24:47,2020-11-07T07:24:47.000Z,1,"Bastante buena experiencia hasta el momento, abrií mi cuenta fué súper fácil.",
,05/01/2023,06:55:22,2023-01-05T06:55:22.000Z,2,solo que fuera una institución seria perdón pero en mi caso queria realizar mi portabilidad ya que mi banco actual no nada seguro pero hey banco es in predecible,
,17/01/2023,02:48:22,2023-01-17T02:48:22.000Z,0,"Llevo un mes queriendo recoger mi tarjeta en módulo y siempre dicen que no hay. 
¿Entonces para que tienen módulos? 

Esto me pasó en tezontle! Hasta parece que sus ejecutivos son mañosos y no las quieren dar por no ser cuenta que ellos aperturan",
0,31/10/2022,21:11:53,2022-10-31T21:11:53.000Z,1,Pésimo banco deberían desaparecer la atención a cliente es pesimaaaaaaaaa pero eso si te llaman para que no se te olvide dar el pago en el dar está el recibir che banco jediondo,
1,05/07/2021,03:02:27,2021-07-05T03:02:27.000Z,0,"hasta ahora me funciona bien solo tengo un serio problema con la verificación aparte que se me ha tardado demasiado de pronto me llegan dos emails diciéndome que no podían seguir ofreciéndome el servicio el cual aún poseo y sigo usando con normalidad, entonces no comprendo a quien tengo que hablarle o escribirle a profeco? como extranjero residente legal en mexico nunca he tenido problema con ningún banco quise incursionar en esto de neobank tengo albo y hasta ahora todo perfecto comienzo con hey por los beneficios y servicios que ofrecen y empiezan los problemas espero poder resolver. ojo no es una mala critica hasta ahora me gusta lo que he visto pero tienen que mejorar un poco en su asesoría",
,28/02/2023,09:14:01,2023-02-28T09:14:01.000Z,0,"Otra vez esta fallando la transferencia SPEI realice 2 transferencias desde hace 1 hr y media aproximadamente y aún no se reflejan a la persona enviada 
Qué mal servicio",
,05/09/2021,00:00:21,2021-09-05T00:00:21.000Z,1,"3 meses ya sin recibir mi tarjeta, de nada sirve una cuenta si no se tiene el plástico para acceder a ella. Pésima atención al cliente, no responden mensajes, correos y sólo te tienen levantando tickets de reporte a los cuales no dan seguimiento y lo peor es que para cobrar la tarjeta si son muy buenos, apenas al crearla y meter los primeros ingresos ya se habían cobrado la tarjeta. Hay muchas otras opciones, no la recomiendo en lo absoluto tratándose de un Neobanco lo más importante tendría que ser la atención al cliente, además de que la aplicación es un asco.",
,24/04/2023,21:20:16,2023-04-24T21:20:16.000Z,3,"La App todo bien, pero si vas a tramitar un crédito Automoriz ten en cuenta que va s ser un proceso muy largo, no como si fuera normal en la agencia o directo en un banco tradicional. 
Desde que aprobaron mi crédito ya pasaron 13 días y todavía no puedo sacar el auto. 
Son lentísimos.",
,28/07/2023,20:25:26,2023-07-28T20:25:26.000Z,4,dejen de enviar correos y mensajes de texto cuando ya está pagada la tarjeta de crédito días antes de la fecha límite no sean intensos ... caen mal,
,12/03/2021,12:32:23,2021-03-12T12:32:23.000Z,10,"Estaba a punto de solicitar una cuenta, pero en busca de opiniones, me ha decepcionado :(",
1,24/03/2021,17:34:32,2021-03-24T17:34:32.000Z,2,"Son un asco de de banco, una porquería de servicio y no te permiten cancelar la tarjeta, cuidado con esta basura de gente y de banco.",
0,08/12/2020,03:19:12,2020-12-08T03:19:12.000Z,5,"es una vil basura la app pésima , de la nada me cancelaron mi tdc ...",
0,19/12/2020,18:50:47,2020-12-19T18:50:47.000Z,1,Muy buena app no he tenido ningún problema,
0,10/01/2022,15:48:48,2022-01-10T15:48:48.000Z,6,Wow increíble cómo está lleno de malas opiniones  qué bueno que me metí a leer antes de sacar mi cuenta con hey,
0,29/10/2023,20:07:46,2023-10-29T20:07:46.000Z,4,"Su foco esta ahora en inversionistas qué compran acciones, no se aferren a un banco qué ya no quieren que sean sus clientes, ya se los demostró censurando opiniones y despreciandolas, usen otros como DINN o Uala qué estan en la Ipab y su dinero está seguro.",
0,17/03/2022,23:36:26,2022-03-17T23:36:26.000Z,0,"Quise sacar mi tarjeta de débito e hice todo lo que me pidieron, y al final de todo lo que mande nunca me dejó entrar a la app y ahora no se si sí me tomaron los datos y te dre broncas por no usar la tarjeta. 
Alguien sabe que puedo hacer?",
,02/11/2023,15:56:04,2023-11-02T15:56:04.000Z,2,Me cancelaron mi tarjeta de crédito,
1,19/11/2022,01:41:08,2022-11-19T01:41:08.000Z,0,Me cambiaron el nip sin razón alguna y tenía 1002 se pasan,
,14/11/2022,17:05:09,2022-11-14T17:05:09.000Z,0,tengo un más de un mes q solicite la reposición de mi tarjeta y no me la mandan  ya la pague y nose q les pasa no recomiendo este banco,
0,06/05/2022,04:30:32,2022-05-06T04:30:32.000Z,2,"Me vaciaron mi cuenta, todo!!! Por transferencias y un retiro de tarjeta! Marco y no resuelven! Son un fraude y un robo",
1,14/10/2021,05:29:22,2021-10-14T05:29:22.000Z,6,"Un gran banco ❤️ me vale lo que digan los de mas este es el mejor banco de México no como bbva que cobra comisión por retirar más de 4 veces en su cajeros, no como banorte que cobra por las transferencias  no como citibanamex que cobra manejo de cuenta  no como banco azteca que desaparece el dinero  eres único Hey banco ❤️ Eres tan perfecto que Bancoppel y Santander son tus gatos. Nunca cambies ❤️",
0,18/11/2022,21:14:24,2022-11-18T21:14:24.000Z,0,"#heybancoapesta no tengo acceso a mi dinero sin razón, bloquearon mi cuenta y no saben porque y no dan solución o ni siquiera tiempo de solución.",
0,06/05/2022,03:39:22,2022-05-06T03:39:22.000Z,3,"ya devuelvan lo que se roban ,denme mi dinero no entiendo ¿si con algo tan simple mienten que más se espera de ustedes ?…
¿cómo se atreven. mentirle a sus clientes diciendo con cuentas fake que son confiables?para luego robarnos ya basta ,dejen de mentir",
,08/07/2023,15:51:20,2023-07-08T15:51:20.000Z,3,"Lamentablemente es un problema para los fines de semana, no te permite hacer transferencias por cantidades altas ($32k o más) debido a una limitación que tienen por BANXICO y en Edomex y CDMX no hay sucursales abiertas el sábado por lo que para una urgencia de retirar tu dinero es imposible.
lamentablemente es un buen concepto pero no la recomiendo mejor otras opciones",
0,25/10/2021,17:17:43,2021-10-25T17:17:43.000Z,2,"PÉSIMO SERVICIO, más de una semana tratando de abrir una cuenta y no solucionan el problema con su app, incluso después de mandar correo tras correo; evítense la molestia, pésimo banco.
Además de que el problema a solucionar era por mal uso de datos, acudiré a las instancias correspondientes a levantar un reporte.",
,13/05/2022,23:32:05,2022-05-13T23:32:05.000Z,2,"Pésima atención al cliente, me hicieron cargos a mi TDC digital, hablo para que me apoyen y me dicen que tienen que aparecer aplicados para luego hacer el reporte y esperar resolución para que luego devuelvan el recurso, pero mientras me quedo sin ese dinero. Adicional, no puedo usar la tarjeta porque si la desbloqueo, como ya me hicieron esos cargos, lo pueden hacer de nuevo y la única solución existente, es cancelar y esperar de 7 a 10 días hasta que me envíen otra, ¿y luego?",
,17/05/2021,14:13:44,2021-05-17T14:13:44.000Z,6,"Atención a clientes: pésimo servicio.
La apps no permite actualizar la. cuenta.
Piden que se les escriba al correo: 
ayuda@heybanco.com y nunca contestan.",
,21/08/2020,19:51:25,2020-08-21T19:51:25.000Z,7,"Desde la actualización de su App, todo fue para abajo. Era la mejor App y la recomendaba mucho, ya no lo haré, pésima atención al cliente, pésimo servicio, pésimas actualizaciones",
0,22/11/2022,19:21:44,2022-11-22T19:21:44.000Z,4,tengan cuidado con este banco ladrón me traen como pendej@ tratando de recuperar mi dinero ya van para 2 meses y me siguen dando largas ya mandé documentos y todo y siguen con sus largas no confíen en este banco fraude tienen 4500 pesos míos que metí a ahorro según yo y me estafaron,
0,17/11/2021,19:33:04,2021-11-17T19:33:04.000Z,0,"Pésima atención, quiero cancelar mi cuenta de crédito y que mi dinero pase a la cuenta de ahorros, llevo 5 llamadas a atención al cliente, 4 tickets levantados que según ya están resueltos!!! Y aún sigo sin poder cancelar, ah y tampoco puedo hacer compras ya que no aparecen los datos de mi supuesta tarjeta de crédito, llame a CONDUSEF para meter queja y resulta que no pueden hacer nada ya que no es una banca registrada,, es comercial!!! Por lo que la queja debe ser ante PROFECO. La cual levantare en estos días, ya que literal me robaron mi dinero. Llevo 3 semanas con este problema.",
,26/08/2020,20:59:56,2020-08-26T20:59:56.000Z,6,"Pésima aplicación , pésimo servicio de atención",
0,27/08/2022,16:51:02,2022-08-27T16:51:02.000Z,0,"Tiene 24 horas que realice una transferencia a Hey Banco y no se refleja,  SPEI la marca como liquidada pero no aparece en la cuenta y aparte ni contestan por teléfono en el Atención a Clientes.",
,27/06/2021,20:55:13,2021-06-27T20:55:13.000Z,0,"Muy muy bien casi todo, pero muy ligado a compra, consume, mínimo para desbloquear tasas, mínimo para fondo de inversión, mínimo para TC, mínimo para todo, nos ligan al consumo y ahí está el truco, le doy 6/10 hay opciones más desligadas y condicionadas.",
,05/11/2022,14:04:16,2022-11-05T14:04:16.000Z,0,su sistema de ahorros y sus rendimientos,
,08/11/2023,00:57:46,2023-11-08T00:57:46.000Z,6,Quitar las perras membresias,
0,26/10/2023,23:26:11,2023-10-26T23:26:11.000Z,9,"Pésima la forma de querer retener clientes. Con las membresías les digo adiós Hey Banco, hasta la vista baby!",
0,17/08/2020,20:37:03,2020-08-17T20:37:03.000Z,3,Pésimo servicio no responden por imbox la aplicación no sirve ya no me deja entrar y en ningún lado me resuelven el problema ya marqué a su servicio al cliente y no dan solución,
,08/11/2023,18:58:53,2023-11-08T18:58:53.000Z,10,"Ya no dejan poner comentarios, este banco esta muerto",
,21/08/2020,20:06:04,2020-08-21T20:06:04.000Z,5,"Solía ser muy buena. Actualizaron su App y se volvieron la peor. No me dejaba entrar, llamaba a atencion a clientes y nunca me atendieron, ya que pude entrar, me desactivaron mis tarjetas, y a la actualización no se le entiende nada, solo lo hicieron mas complicado todo. Estaba mucho mejor antes. Evitense muchas cosas y no la prueben.",
0,12/08/2021,22:17:31,2021-08-12T22:17:31.000Z,4,Una basura la atención al cliente. Te deja. A tu suerte meses sin poder resolver problemas. Procederé ante condusef porque malos usos de datos personales y posiblemente fraude al ver que le entregan los plásticos al otro lado del país a una persona ajena al cuentahabiente,
0,26/10/2023,13:22:59,2023-10-26T13:22:59.000Z,10,Con esto de las membresías se están viendo más usureros que los bancos tradicionales.,
0,21/01/2022,18:18:40,2022-01-21T18:18:40.000Z,3,"Fui a Cinemex compré en duceleria la primera vez que se hizo la compra apareció rechazada por el host y aún así se cobró paso más de 2 semanas y no se regreso el dinero levante la aclaración y me dijeron que es improcedente porque en ambas operaciones se uso el nip

Ah pero pues bien que se las dan de que son diferentes a la banca tradicional 

Para mi resultaron ser iguales o hasta peores

De algún lado tienen que sacar para sis giveaways verdad?",
,25/07/2023,05:39:35,2023-07-25T05:39:35.000Z,2,Es falsa esta página ojoooo chequen bien.,
0,30/11/2021,18:44:20,2021-11-30T18:44:20.000Z,2,"Pésima atención al cliente, solo me dan vueltas. Llevo más de un mes queriendo cancelar mi cuenta de crédito y el dinero (mi dinero) que está en esa cuenta pasarlo a la cuenta de débito y nadaaaaa. Tengo más de 6 tickets levantados en la app y por lo menos 10 llamadas a su centro de atención al cliente, ah y sin mencionar que me contactaron por Facebook, en donde quedaron de darle seguimiento a mi caso, hoy 30 de noviembre he vuelto a llamar, contestando un chico de nombre Ángel en donde me dice que NO SABE CUANDO VA QUEDAR RESUELTO MI PROBLEMA, que ojalá sea antes de que termine el año!!!!! Imagínense! No arriesguen su dinero!",
0,25/02/2021,18:57:02,2021-02-25T18:57:02.000Z,0,"El sistema se cae bastante seguido y no te permite hacer ni retiros, ni compras ni ningún tipo de transacción y ni siquiera entrar a la app,, esto ha sucedido hasta por horas, especialmente cuando es quincena o fines de mes; esto hace que Hey banco pierda confiabilidad :(",
,11/10/2022,15:37:06,2022-10-11T15:37:06.000Z,3,"Hace 12 días hice una transferencia, no se reflejó, me dice HEY que fue error de ellos, pero es fecha que aún no me.pueden regresar mi dinero. Y un martirio esperando para que contesten en el call Center, más que lo normal en cualquier banco.",
,14/11/2022,20:28:38,2022-11-14T20:28:38.000Z,0,"Servicio Asqueroso
Contraté mi tarjeta de crédito desde el 05 de octubre del año en curso, retuvieron mi garantía y jamás apareció a la vista, y la tarjeta a fecha de hoy (14/11/2022) JAMÁS LLEGÓ, me he comunicado hace ya más de 1 mes con el servicio de atención al cliente y me proporcionaron un folio, lo único que dicen es que ya está escalado a departametno y que sigue en revisión, se roban tu dinero y no se responsabilizan por esto, no muestran un avance real de tu problema y se limpian las manos diciendo que todo es por departamento, no tienen forma de subir una queja y lo peor es que no se quieren responsabilizar por ello, POR FAVOR, NO CONTRATEN HEY BANCO.",
,24/12/2020,00:18:43,2020-12-24T00:18:43.000Z,1,La app no funciona y no me dan una  respuesta adecuada por telefono.,
0,20/12/2021,18:14:54,2021-12-20T18:14:54.000Z,3,solo me causo dolores de cabeza!,
0,30/07/2021,20:14:12,2021-07-30T20:14:12.000Z,1,"Mi aplicación no me deja acceder!! 
No están prestando atención al cliente, sus números telefónicos no contestan y la app frecuentemente presenta fallos y nosotros como usuarios ocupamos monitorear la cuenta siempre.",
,20/04/2024,01:33:16,2024-04-20T01:33:16.000Z,2,"Tengo 1 mes esperando a que manden un Link para poder entrar a la aplicación, 4 llamadas y un sin fin de correos! TIENEN SECUESTRADO MI DINERO!",
1,12/01/2022,02:04:14,2022-01-12T02:04:14.000Z,4,"Amo Hey banco, son los mejores, pero odio su nueva  organización de las cuentas  por favor regresen la app a su versión antigua, cuándo las cuentas se mostraban en círculo, la nueva opción de lista es realmente muy mala, no fue para nada una mejoría",
,25/11/2022,18:17:38,2022-11-25T18:17:38.000Z,2,"Vengo a darles un consejo de vida 
Nunca abran una cuenta con Hey Banco llevo 2 años con mi cuenta y todo iba bien hasta que ocupé hacer reposición de tarjeta, tengo 3 meses esperando la reposición y cero respuesta, me ofrecen tarjeta de crédito pero no me pueden mandar la única tarjeta que quiero y tengo meses esperando, pésimo PÉSIMO su servicio al cliente y en cada una de las más de 20 llamadas que llevo es un ""no podemos hacer nada porque ya está su reporte, tiene que seguir esperando y no sabemos cuánto"" no dan su nombre, ni el de los supervisores que por políticas internas pero si dejan esperando más de 1 hora  Entiendo que hay un tiempo estimado de espera pero 2 meses? Cómo le piden eso a una persona que vive con una única tarjeta, es su medio de pago para todo o tiene que sacar dinero del cajero cada semana para vivir porque no sabe cómo hacer transferencias?! Porque no soy la única persona que ha reportado eso",
,29/09/2021,15:49:02,2021-09-29T15:49:02.000Z,0,"Sus tarjetas no funcionan en Estados Unidos. Llevo días reportándolo con ustedes y es por
gusto. No tienen solución !! 
Solo dicen que son problemas de comunicación. 
He intentado pagar con Apple Pay en establecimientos físicos, en aplicaciones desde el celular que permitan Apple Pay. He intentado pagar por internet con la tarjeta virtual y tampoco funciona jamás. Siempre da rechazado el cargo.",
,27/08/2022,16:31:39,2022-08-27T16:31:39.000Z,1,"EL PEOR SERVICIO, TRANSFERENCIAS PERDIDAS.",
,10/02/2024,05:55:00,2024-02-10T05:55:00.000Z,1,"Lentísimos con las transferencias, y al sacar de cajero resulta que el cajero no da el subiré y tienes que esperar una semana a que te reembolsen tu dinero",
,16/09/2022,18:53:25,2022-09-16T18:53:25.000Z,1,"Hice un SPEI el día 15 todavía siendo hábil a una STP y no lo acreditaron, su respuesta es que hasta el día lunes 19, SPEI funciona 24 hrs 365 días del año. Muy MAL",
0,14/03/2021,01:50:38,2021-03-14T01:50:38.000Z,2,"Excelente servicio bancario

Edit: cambio mi opinion a que se esta volviendo uno de los peores bancos, se nota que el enfoque que estan tomando es distante a lo que debe ser un banco

En vez de ofrecer servicios financieros, ofrecen tiendas de ropa y conciertos

los beneficios por los cuales lo recomendaba, ya los estan poniendo atras de una paga mensual por no decir que tienen anualidad",
0,23/06/2021,01:29:06,2021-06-23T01:29:06.000Z,0,"Es buen banco pero lamentablemente tengo un problema Hey Banco, tengo desde que aperturé la cuenta que no puedo hacer la verificación de la misma para hacer depósitos mayores al limitado, he mandado correo y hasta el momento no he tenido respuesta clara para solucionarlo, como podrían ayudarme? y en qué momento me doy cuenta que está verificada?",
,30/04/2023,18:13:09,2023-04-30T18:13:09.000Z,3,"No sirve su app, no deja registrar cuentas para transferir y su teléfono solo contesta una grabadora que te da los buenos días y se corta la llamada",
,28/10/2023,12:06:20,2023-10-28T12:06:20.000Z,2,Anualidad disfrazada de membresias y reducción de beneficios.,
,04/12/2023,05:16:34,2023-12-04T05:16:34.000Z,5,Echaron a perder todo lo que nos interesaba a los clientes. De 2 años para acá se dedicaron a arruinarse y hundirse,
0,12/04/2024,12:32:56,2024-04-12T12:32:56.000Z,8,a mí me jakearon mi CEL y con mis datos están pidiendo préstamos pinche gente mierda y ratera,
,03/11/2023,21:18:06,2023-11-03T21:18:06.000Z,9,nomás me uno pa la funa xD,
